"date_value","ZCTA_GEOID","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses","<NA>"
2014-12-18,"19139",0,0,106,0,0,0,0,105,32,105,0
2014-12-18,"19140",0,0,0,0,0,0,32,0,106,32,0
2014-12-18,"19141",0,0,105,0,0,0,0,0,105,0,0
2014-12-18,"19142",0,0,0,0,0,0,0,33,44,0,0
2014-12-18,"19143",0,0,0,0,0,0,0,0,0,36,0
2014-12-18,"19144",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19145",0,0,0,0,0,0,0,22,37,0,0
2014-12-18,"19146",0,0,0,0,0,0,0,0,0,32,0
2014-12-18,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19148",0,0,0,0,0,0,0,0,38,0,0
2014-12-18,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Unknown",0,0,110,0,0,0,0,117,123,116,0
2014-12-19,"19102",113,0,108,0,0,0,0,0,0,96,0
2014-12-19,"19103",48,0,0,0,0,0,93,0,0,97,0
2014-12-19,"19104",37,0,0,0,0,0,0,0,0,0,1089
2014-12-19,"19106",0,0,0,0,0,0,0,30,0,60,0
2014-12-19,"19107",34,0,100,63,0,107,0,0,0,54,0
2014-12-19,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19111",37,0,0,0,0,0,0,0,153,61,0
2014-12-19,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19114",33,0,131,0,0,0,0,0,0,0,0
2014-12-19,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19120",186,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19122",74,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19123",0,0,0,0,0,0,0,0,908,0,0
2014-12-19,"19124",54,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19125",48,0,0,0,0,0,0,0,48,107,0
2014-12-19,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19130",35,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19131",62,0,0,0,0,0,0,0,0,30,0
2014-12-19,"19132",111,0,0,0,0,0,0,104,0,0,0
2014-12-19,"19133",0,0,0,0,0,0,0,0,0,42,0
2014-12-19,"19134",0,0,0,0,0,0,0,0,98,107,0
2014-12-19,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19137",39,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19138",62,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19139",42,0,0,0,0,0,0,0,32,30,0
2014-12-19,"19140",143,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19141",70,0,101,0,0,0,0,0,0,101,0
2014-12-19,"19142",148,0,0,0,0,0,0,34,0,77,0
2014-12-19,"19143",195,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19144",64,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19145",37,0,1386,0,0,0,0,0,0,0,0
2014-12-19,"19146",0,0,0,0,0,0,0,101,0,101,0
2014-12-19,"19147",40,0,0,56,0,0,0,0,0,0,0
2014-12-19,"19148",44,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19149",59,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19151",0,0,0,0,0,0,0,0,0,69,0
2014-12-19,"19152",91,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"19154",31,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Unknown",111,0,215,0,0,0,164,113,106,128,0
2014-12-22,"19102",0,0,0,0,0,0,0,0,90,1407,0
2014-12-22,"19103",0,0,0,0,0,0,0,0,934,0,0
2014-12-22,"19104",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19106",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19107",0,0,0,0,0,0,0,768,0,666,0
2014-12-22,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19111",15,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19114",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19120",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19122",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19123",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19124",0,0,90,0,0,0,0,0,0,0,0
2014-12-22,"19125",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19130",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19131",0,0,0,0,0,0,0,0,89,0,0
2014-12-22,"19132",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19133",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19134",0,0,0,0,0,0,0,0,59,87,0
2014-12-22,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19137",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19138",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19139",0,0,0,0,0,0,0,0,88,28,0
2014-12-22,"19140",0,0,0,0,0,0,0,0,86,0,0
2014-12-22,"19141",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19142",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19143",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19144",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19145",0,0,0,0,0,0,0,0,86,0,0
2014-12-22,"19146",16,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19148",17,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Unknown",0,0,0,0,0,0,0,0,324,0,0
2014-12-23,"19102",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19103",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19104",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19106",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19107",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19111",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19114",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19120",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19122",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19123",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19124",56,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19125",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19130",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19131",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19132",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19133",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19134",0,0,0,0,0,0,0,0,0,96,0
2014-12-23,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19137",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19138",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19139",0,0,0,0,0,0,0,0,55,0,0
2014-12-23,"19140",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19141",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19142",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19143",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19144",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19145",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19146",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19148",0,0,0,0,0,0,0,0,0,29,0
2014-12-23,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Unknown",0,0,159,0,0,0,0,0,217,293,0
2014-12-24,"19102",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19103",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19104",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19106",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19107",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19111",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19114",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19120",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19122",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19123",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19124",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19125",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19130",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19131",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19132",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19133",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19134",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19137",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19138",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19139",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19140",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19141",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19142",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19143",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19144",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19145",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19146",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19148",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"Unknown",0,0,85,0,0,0,0,0,0,0,0
2014-12-29,"19102",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19103",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19104",0,0,0,0,0,156,0,0,0,0,0
2014-12-29,"19106",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19107",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19111",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19114",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19120",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19122",82,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19123",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19124",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19125",0,0,0,0,0,0,0,0,0,90,0
2014-12-29,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19130",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19131",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19132",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19133",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19134",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19137",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19138",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19139",0,0,0,0,0,0,0,0,0,20,0
2014-12-29,"19140",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19141",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19142",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19143",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19144",0,0,0,0,0,0,0,0,135,0,0
2014-12-29,"19145",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19146",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19148",17,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Unknown",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19102",0,0,0,0,0,0,0,0,101,0,0
2014-12-30,"19103",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19104",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19106",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19107",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19111",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19114",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19120",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19122",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19123",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19124",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19125",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19130",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19131",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19132",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19133",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19134",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19137",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19138",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19139",0,0,0,0,0,0,0,0,96,48,0
2014-12-30,"19140",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19141",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19142",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19143",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19144",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19145",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19146",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19148",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-30,"Unknown",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19102",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19103",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19104",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19106",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19107",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19109",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19111",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19112",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19114",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19115",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19116",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19118",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19119",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19120",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19121",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19122",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19123",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19124",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19125",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19126",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19127",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19128",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19129",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19130",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19131",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19132",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19133",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19134",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19135",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19136",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19137",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19138",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19139",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19140",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19141",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19142",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19143",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19144",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19145",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19146",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19147",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19148",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19149",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19150",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19151",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19152",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19153",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"19154",0,0,0,0,0,0,0,0,0,0,0
2014-12-31,"Unknown",0,0,183,0,0,0,0,0,0,0,0
2015-01-05,"19102",0,0,0,0,0,0,0,49,0,46,0
2015-01-05,"19103",54,0,0,0,0,0,0,0,0,47,0
2015-01-05,"19104",0,0,0,0,0,0,27,0,0,31,0
2015-01-05,"19106",0,0,0,0,0,0,0,0,0,46,0
2015-01-05,"19107",44,0,0,0,0,0,0,16,46,23,0
2015-01-05,"19109",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19111",0,0,0,0,0,0,0,0,0,37,0
2015-01-05,"19112",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19114",0,0,0,0,59,0,0,0,59,0,0
2015-01-05,"19115",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19116",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19118",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19119",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19120",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19121",54,0,0,0,0,0,0,0,50,0,0
2015-01-05,"19122",0,0,0,0,0,0,0,0,45,0,0
2015-01-05,"19123",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19124",0,0,0,0,0,57,0,0,60,0,0
2015-01-05,"19125",0,0,0,0,0,0,45,0,0,0,0
2015-01-05,"19126",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19127",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19128",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19129",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19130",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19131",0,0,0,0,0,0,0,0,51,48,0
2015-01-05,"19132",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19133",0,0,0,0,0,0,0,37,0,58,0
2015-01-05,"19134",55,0,0,0,0,59,44,49,1441,40,114
2015-01-05,"19135",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19136",0,0,0,0,0,0,0,0,59,45,0
2015-01-05,"19137",16,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19138",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19139",70,0,122,0,0,0,0,0,47,46,0
2015-01-05,"19140",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19141",0,0,0,0,0,0,122,0,0,0,0
2015-01-05,"19142",0,0,0,0,0,0,0,0,45,38,0
2015-01-05,"19143",0,0,0,0,0,0,57,0,57,0,0
2015-01-05,"19144",0,0,0,0,0,0,0,0,0,106,0
2015-01-05,"19145",0,0,0,0,0,0,0,0,47,0,0
2015-01-05,"19146",0,0,0,0,0,0,0,0,47,0,0
2015-01-05,"19147",0,0,0,0,0,47,0,0,121,0,0
2015-01-05,"19148",0,0,0,0,0,50,0,0,0,0,0
2015-01-05,"19149",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19150",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19151",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19152",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19153",0,0,0,0,0,0,0,0,0,0,0
2015-01-05,"19154",0,0,0,0,0,0,0,0,0,0,44
2015-01-05,"Unknown",0,0,132,0,0,55,0,0,134,134,0
2015-01-06,"19102",0,0,0,0,0,0,0,0,0,99,0
2015-01-06,"19103",0,0,0,0,0,0,0,0,0,0,0
2015-01-06,"19104",784,0,0,0,0,0,0,0,51,52,0
2015-01-06,"19106",0,0,0,0,0,0,0,58,0,0,0
2015-01-06,"19107",444,0,0,0,0,0,0,45,0,0,0
2015-01-06,"19109",0,0,0,0,0,0,0,0,0,0,0
2015-01-06,"19111",0,0,0,0,0,0,0,0,0,0,0
2015-01-06,"19112",0,0,0,0,0,0,0,0,0,0,0
2015-01-06,"19114",0,0,0,0,0,0,0,0,0,0,0
2015-01-06,"19115",0,0,0,0,0,0,0,0,0,0,0
